date	exchange_rate
2011/12/24	4.06
2011/12/27	4.09
2011/12/30	4.47
2012/1/2	5.45
2012/1/5	6.6
2012/1/8	7.2
2012/1/11	7.1
2012/1/14	6.81
2012/1/17	6.97
2012/1/20	6.57
2012/1/23	6.47
2012/1/26	6.08
2012/1/29	5.72
2012/2/1	5.77
2012/2/4	5.99
2012/2/7	5.74
2012/2/10	5.94
2012/2/13	5.69
2012/2/16	4.74
2012/2/19	4.38
2012/2/22	4.63
2012/2/25	5.05
2012/2/28	4.98
2012/3/2	4.94
2012/3/5	5.04
2012/3/8	4.99
2012/3/11	4.98
2012/3/14	5.45
2012/3/17	5.4
2012/3/20	4.95
2012/3/23	4.81
2012/3/27	4.74
2012/3/30	4.85
2012/4/2	4.97
2012/4/5	4.96
2012/4/8	4.94
2012/4/11	4.9
2012/4/14	4.97
2012/4/17	4.99
2012/4/20	5.19
2012/4/23	5.3
2012/4/26	5.16
2012/4/29	5.09
2012/5/2	5.04
2012/5/5	5.15
2012/5/8	5.1
2012/5/11	5.1
2012/5/14	5.01
2012/5/17	5.1
2012/5/20	5.14
2012/5/23	5.13
2012/5/26	5.15
2012/5/29	5.16
2012/6/1	5.21
2012/6/4	5.27
2012/6/7	5.48
2012/6/10	5.68
2012/6/13	5.76
2012/6/16	6.27
2012/6/19	6.48
2012/6/22	6.8
2012/6/25	6.56
2012/6/28	6.58
2012/7/1	6.69
2012/7/4	6.71
2012/7/7	6.74
2012/7/10	6.98
2012/7/13	7.46
2012/7/16	7.8
2012/7/19	9.37
2012/7/22	9.53
2012/7/25	8.91
2012/7/28	8.95
2012/7/31	9.22
2012/8/3	10.12
2012/8/6	11.21
2012/8/9	11.35
2012/8/12	11.64
2012/8/15	12.3
2012/8/18	15.37
2012/8/21	10.45
2012/8/24	10.25
2012/8/27	10.99
2012/8/30	11.14
2012/9/2	10.36
2012/9/5	10.59
2012/9/8	11.27
2012/9/11	11.14
2012/9/14	11.48
2012/9/17	11.98
2012/9/20	12.63
2012/9/23	12.4
2012/9/26	12.24
2012/9/29	12.46
2012/10/2	12.58
2012/10/5	13.07
2012/10/8	12.58
2012/10/11	12.16
2012/10/14	12.1
2012/10/17	11.99
2012/10/20	11.94
2012/10/23	11.86
2012/10/26	11.56
2012/10/28	10.69
2012/10/31	11.17
2012/11/3	10.62
2012/11/6	10.97
2012/11/9	11.04
2012/11/12	11.17
2012/11/15	11.28
2012/11/18	11.82
2012/11/21	11.9
2012/11/24	12.46
2012/11/27	12.5
2012/11/30	12.66
2012/12/3	12.75
2012/12/6	13.69
2012/12/9	13.53
2012/12/12	13.8
2012/12/15	13.75
2012/12/18	13.4
2012/12/21	13.63
2012/12/24	13.45
2012/12/27	13.51
2012/12/30	13.57
2013/1/2	13.42
2013/1/5	13.54
2013/1/8	13.84
2013/1/11	14.31
2013/1/14	14.34
2013/1/17	15.53
2013/1/20	16.15
2013/1/23	17.97
2013/1/26	17.71
2013/1/29	19.78
2013/2/1	21.25
2013/2/4	20.99
2013/2/7	22.15
2013/2/10	23.97
2013/2/13	24.3
2013/2/16	27.39
2013/2/19	29.48
2013/2/22	30.52
2013/2/25	30.4
2013/2/28	33.36
2013/3/3	34.25
2013/3/6	42
2013/3/9	46.93
2013/3/12	44.32
2013/3/15	46.9
2013/3/18	52.12
2013/3/21	70.25
2013/3/24	71.93
2013/3/27	88.8
2013/3/30	92.5
2013/4/3	117.34
2013/4/6	142.1
2013/4/9	186.96
2013/4/12	124.9
2013/4/15	100
2013/4/18	93.9
2013/4/21	127.5
2013/4/24	142.5
2013/4/27	137
2013/4/30	144.54
2013/5/3	103.3
2013/5/6	115.98
2013/5/9	113.35
2013/5/12	115.68
2013/5/15	112
2013/5/18	123.32
2013/5/21	122.02
2013/5/24	126.7
2013/5/27	133.5
2013/5/30	132.3
2013/6/2	129.3
2013/6/5	121.42
2013/6/8	111.5
2013/6/11	106.1
2013/6/14	103.9
2013/6/17	99.9
2013/6/20	107.68
2013/6/23	108.35
2013/6/26	103.89
2013/6/29	94.65
2013/7/2	87
2013/7/5	80.04
2013/7/8	75
2013/7/11	87.9
2013/7/14	98
2013/7/17	97.05
2013/7/20	92
2013/7/23	91.99
2013/7/26	97
2013/7/29	98.7
2013/8/1	106.2
2013/8/4	104.95
2013/8/7	106.56
2013/8/10	102.8
2013/8/13	106.64
2013/8/16	98.08
2013/8/19	99.3
2013/8/22	110.43
2013/8/25	109.04
2013/8/28	117.72
2013/8/31	124.84
2013/9/3	130.09
2013/9/6	122.63
2013/9/9	118.18
2013/9/12	126.54
2013/9/15	124.05
2013/9/18	139.15
2013/9/21	123.04
2013/9/24	122.65
2013/9/27	124.65
2013/9/30	127.01
2013/10/3	103.85
2013/10/6	121.2
2013/10/9	124.12
2013/10/12	127.41
2013/10/15	135.17
2013/10/18	143.94
2013/10/21	186.12
2013/10/24	203.7
2013/10/27	179.56
2013/10/29	216
2013/11/1	203
2013/11/4	229.95
2013/11/7	291.02
2013/11/10	328
2013/11/13	393
2013/11/16	437.24
2013/11/19	547
2013/11/22	795
2013/11/25	814.56
2013/11/28	1014.1
2013/12/1	955.01
2013/12/4	1136.9
2013/12/7	705.91
2013/12/10	978.76
2013/12/13	885
2013/12/16	690
2013/12/19	685.3
2013/12/22	614.11
2013/12/25	679.02
2013/12/28	715
2013/12/31	732
2014/1/3	807.39
2014/1/6	915.69
2014/1/9	826.28
2014/1/12	844.04
2014/1/15	841.83
2014/1/18	811.2
2014/1/21	824.78
2014/1/24	780.02
2014/1/27	747.57
2014/1/30	800
2014/2/2	814.34
2014/2/5	781
2014/2/8	680.8
2014/2/11	675.1
2014/2/14	670.29
2014/2/17	629.96
2014/2/20	563
2014/2/23	611.05
2014/2/26	585.21
2014/3/1	567.48
2014/3/4	673.28
2014/3/7	631.99
2014/3/10	629.33
2014/3/13	641.01
2014/3/16	634.99
2014/3/19	611.2
2014/3/22	563.01
2014/3/25	585.79
2014/3/28	499.6
2014/4/1	457.49
2014/4/4	448.72
2014/4/7	458
2014/4/10	441.93
2014/4/13	423.37
2014/4/16	523
2014/4/19	482.11
2014/4/22	498.38
2014/4/25	502.15
2014/4/28	438.8
2014/5/1	452.03
2014/5/4	440
2014/5/7	428.01
2014/5/10	449
2014/5/13	442.45
2014/5/16	446.53
2014/5/19	446.89
2014/5/22	493.97
2014/5/25	527.91
2014/5/28	572.7
2014/5/31	621.3
2014/6/3	662
2014/6/6	661.48
2014/6/9	657.11
2014/6/12	624.97
2014/6/15	572.28
2014/6/18	608
2014/6/21	593.48
2014/6/24	588.25
2014/6/27	577.34
2014/6/30	599.99
2014/7/3	650.49
2014/7/6	631
2014/7/9	624.97
2014/7/12	634
2014/7/15	621.21
2014/7/18	625.8
2014/7/21	627
2014/7/24	620.43
2014/7/27	595.9
2014/7/30	585.5
2014/8/2	595.76
2014/8/5	588.5
2014/8/8	585.02
2014/8/11	590.74
2014/8/14	549.98
2014/8/17	523.88
2014/8/20	490
2014/8/23	515.69
2014/8/26	501.55
2014/8/29	506.61
2014/9/1	478.87
2014/9/4	474.5
2014/9/7	479.59
2014/9/10	473.35
2014/9/13	474.62
2014/9/16	470.83
2014/9/19	425.56
2014/9/22	401.15
2014/9/25	423.68
2014/9/28	400.39
2014/10/1	390.18
2014/10/4	358.9
2014/10/7	327.61
2014/10/10	363.61
2014/10/13	380.8
2014/10/16	394.84
2014/10/19	391
2014/10/22	385.89
2014/10/25	358.49
2014/10/27	350.9
2014/10/30	345.3
2014/11/2	324.36
2014/11/5	338.63
2014/11/8	346.94
2014/11/11	369.41
2014/11/14	399.11
2014/11/17	388.87
2014/11/20	356.47
2014/11/23	367.12
2014/11/26	366.86
2014/11/29	375.59
2014/12/2	379.62
2014/12/5	376
2014/12/8	362.99
2014/12/11	348.97
2014/12/14	357.8
2014/12/17	321.34
2014/12/20	331.52
2014/12/23	336.95
2014/12/26	329.94
2014/12/29	313.4
2015/1/1	314.81
2015/1/4	263.17
2015/1/7	297.99
2015/1/10	275.97
2015/1/13	222
2015/1/16	208.13
2015/1/19	216.01
2015/1/22	233.51
2015/1/25	254.32
2015/1/28	236.2
2015/1/31	219.25
2015/2/3	227.53
2015/2/6	222.36
2015/2/9	219.93
2015/2/12	222.33
2015/2/15	234.18
2015/2/18	237.44
2015/2/21	245.41
2015/2/24	239.94
2015/2/27	252.11
2015/3/2	275.87
2015/3/5	273.11
2015/3/8	275
2015/3/11	296.56
2015/3/14	282.2
2015/3/17	284.48
2015/3/20	262.1
2015/3/23	265.99
2015/3/26	249.23
2015/3/30	242.34
2015/4/2	246.49
2015/4/5	253.67
2015/4/8	253.9
2015/4/11	236
2015/4/14	223.01
2015/4/17	227.5
2015/4/20	222.61
2015/4/23	233.59
2015/4/26	226.29
2015/4/29	225.2
2015/5/2	230.97
2015/5/5	238.25
2015/5/8	237.16
2015/5/11	239.11
2015/5/14	235.97
2015/5/17	236.63
2015/5/20	231.4
2015/5/23	238.8
2015/5/26	235.59
2015/5/29	236.44
2015/6/1	228.34
2015/6/4	225.4
2015/6/7	224.99
2015/6/10	228.88
2015/6/13	229.6
2015/6/16	236
2015/6/19	248.26
2015/6/22	243.55
2015/6/25	240.2
2015/6/28	251.21
2015/7/1	262.43
2015/7/4	256.12
2015/7/7	268.53
2015/7/10	269
2015/7/13	310.55
2015/7/16	285.66
2015/7/19	276.74
2015/7/22	276.76
2015/7/25	289
2015/7/28	293.93
2015/7/31	288.45
2015/8/3	282.26
2015/8/6	281
2015/8/9	262.22
2015/8/12	270.98
2015/8/15	265.93
2015/8/18	256.66
2015/8/21	235.31
2015/8/24	228.14
2015/8/27	225.04
2015/8/30	229.63
2015/9/2	227.97
2015/9/5	230.73
2015/9/8	240.47
2015/9/11	238.81
2015/9/14	230
2015/9/17	228.33
2015/9/20	230.25
2015/9/23	230.42
2015/9/26	235.22
2015/9/29	239.14
2015/10/2	238.03
2015/10/5	238.4
2015/10/8	243.01
2015/10/11	245.72
2015/10/14	249.98
2015/10/17	262.26
2015/10/20	263.59
2015/10/23	274.35
2015/10/25	282.8
2015/10/28	304.79
2015/10/31	310.18
2015/11/3	404.5
2015/11/6	373.69
2015/11/9	380.62
2015/11/12	340.81
2015/11/15	318.97
2015/11/18	333.66
2015/11/21	326.31
2015/11/24	319.64
2015/11/27	358
2015/11/30	377.27
2015/12/3	361.47
2015/12/6	387.3
2015/12/9	416.49
2015/12/12	436.2
2015/12/15	463.98
2015/12/18	463
2015/12/21	438.35
2015/12/24	456
2015/12/27	422.42
2015/12/30	428.23
2016/1/2	432.76
2016/1/5	432.43
2016/1/8	452.64
2016/1/11	447.98
2016/1/14	429.55
2016/1/17	380.16
2016/1/20	420.35
2016/1/23	385.09
2016/1/26	391.66
2016/1/29	378.18
2016/2/1	371.99
2016/2/4	388
2016/2/7	375
2016/2/10	379.14
2016/2/13	389.88
2016/2/16	407
2016/2/19	419.98
2016/2/22	436.76
2016/2/25	423.46
2016/2/28	431.89
2016/3/2	422.5
2016/3/5	399.17
2016/3/8	412.15
2016/3/11	420.11
2016/3/14	414.99
2016/3/17	418.49
2016/3/20	411.81
2016/3/23	417.96
2016/3/26	416.96
2016/3/30	415.83
2016/4/2	416.31
2016/4/5	419.71
2016/4/8	419.95
2016/4/11	420.75
2016/4/14	423.87
2016/4/17	430.58
2016/4/20	435.95
2016/4/23	447.7
2016/4/26	462.5
2016/4/29	449.98
2016/5/2	453
2016/5/5	446.84
2016/5/8	459.02
2016/5/11	450.78
2016/5/14	455.82
2016/5/17	454
2016/5/20	436.05
2016/5/23	438.47
2016/5/26	448.7
2016/5/29	526.64
2016/6/1	531.97
2016/6/4	567.88
2016/6/7	583.72
2016/6/10	574.32
2016/6/13	665.85
2016/6/16	693.88
2016/6/19	751.96
2016/6/22	664.46
2016/6/25	665
2016/6/28	651.85
2016/7/1	667.95
2016/7/4	656.97
2016/7/7	673.76
2016/7/10	647.41
2016/7/13	664.5
2016/7/16	663.19
2016/7/19	673.46
2016/7/22	664
2016/7/25	661.48
2016/7/28	655.37
2016/7/31	654.68
2016/8/3	530.74
2016/8/6	572.72
2016/8/9	591.69
2016/8/12	586.01
2016/8/15	567.34
2016/8/18	570.92
2016/8/21	577.52
2016/8/24	581.98
2016/8/27	577.77
2016/8/30	571.5
2016/9/2	571
2016/9/5	603.95
2016/9/8	615.33
2016/9/11	621.65
2016/9/14	608.82
2016/9/17	607.04
2016/9/20	608.66
2016/9/23	594.08
2016/9/26	598.98
2016/9/29	603.85
2016/10/2	612.98
2016/10/5	607.18
2016/10/8	614.74
2016/10/11	614.77
2016/10/14	634.02
2016/10/17	638.97
2016/10/20	627.72
2016/10/23	653.25
2016/10/26	651.45
2016/10/29	685.91
2016/10/31	697.01
2016/11/3	683.69
2016/11/6	709.96
2016/11/9	721.5
2016/11/12	702.28
2016/11/15	711.73
2016/11/18	748.98
2016/11/21	736.97
2016/11/24	735.64
2016/11/27	727.31
2016/11/30	742.05
2016/12/3	762.97
2016/12/6	758.99
2016/12/9	769.08
2016/12/12	777.99
2016/12/15	775.88
2016/12/18	788.67
2016/12/21	834.97
2016/12/24	892.6
2016/12/27	930.34
2016/12/30	958.12
2017/1/2	1013.42
2017/1/5	999.65
2017/1/8	910.49
2017/1/11	780.92
2017/1/14	819.55
2017/1/17	906.6
2017/1/20	895.64
2017/1/23	919.97
2017/1/26	915.05
2017/1/29	912.19
2017/2/1	983.42
2017/2/4	1034.07
2017/2/7	1052.84
2017/2/10	997.59
2017/2/13	1001.2
2017/2/16	1035.2
2017/2/19	1050.87
2017/2/22	1130.01
2017/2/25	1150.37
2017/2/28	1190.89
2017/3/3	1287
2017/3/6	1279.5
2017/3/9	1192.09
2017/3/12	1227.68
2017/3/15	1257
2017/3/18	967.69
2017/3/21	1113
2017/3/24	927.93
2017/3/28	1041.04
2017/3/31	1034.74
2017/4/3	1079.99
2017/4/6	1133.53
2017/4/9	1184.03
2017/4/12	1219.09
2017/4/15	1170.36
2017/4/18	1176.97
2017/4/21	1236.63
2017/4/24	1240.84
2017/4/27	1288.02
2017/4/30	1333
2017/5/3	1447.55
2017/5/6	1518.75
2017/5/9	1651.1
2017/5/12	1829
2017/5/15	1780
2017/5/18	1783.98
2017/5/21	2008.84
2017/5/24	2256.32
2017/5/27	2279.82
2017/5/30	2290.02
2017/6/2	2409.93
2017/6/5	2529.53
2017/6/8	2683.03
2017/6/11	2898.63
2017/6/14	2706
2017/6/17	2477.94
2017/6/20	2600
2017/6/23	2713.48
2017/6/26	2502.03
2017/6/29	2558.3
2017/7/2	2421.26
2017/7/5	2598.89
2017/7/8	2502.86
2017/7/11	2327.09
2017/7/14	2338.49
2017/7/17	1910.96
2017/7/20	2265.21
2017/7/23	2825.51
2017/7/26	2564.3
2017/7/29	2784.8
2017/8/1	2862.9
2017/8/4	2790
2017/8/7	3210.2
2017/8/10	3340.28
2017/8/13	3868.52
2017/8/16	4179.97
2017/8/19	4104.71
2017/8/22	3986.28
2017/8/25	4331.77
2017/8/28	4339.05
2017/8/31	4582.52
2017/9/3	4585.57
2017/9/6	4385.02
2017/9/9	4312.26
2017/9/12	4198.59
2017/9/15	3216.43
2017/9/18	3678.53
2017/9/21	3894.48
2017/9/24	3777.62
2017/9/27	3881
2017/9/30	4164.27
2017/10/3	4394.07
2017/10/6	4318.58
2017/10/9	4605.66
2017/10/12	4822.17
2017/10/15	5825.99
2017/10/18	5594.66
2017/10/21	5986.44
2017/10/24	5900.59
2017/10/27	5889.82
2017/10/29	6136.49
2017/11/1	6751.98
2017/11/4	7365.99
2017/11/7	7128.64
2017/11/10	6569.22
2017/11/13	6493.63
2017/11/16	7868.77
2017/11/19	8049.72
2017/11/22	8236.72
2017/11/25	8768.8
2017/11/28	9919
2017/12/1	10879.88
2017/12/4	11591.22
2017/12/7	16860.88
2017/12/10	15068.95
2017/12/13	16252.31
2017/12/16	19279.9
2017/12/19	17382.94
2017/12/22	13776.61
2017/12/25	13740.94
2017/12/28	14214.01
2017/12/31	13796
2018/1/3	15039.24
2018/1/6	17155.95
2018/1/9	14437.42
2018/1/12	13791.19
2018/1/15	13554.14
2018/1/18	11174.82
2018/1/21	11513.42
2018/1/24	11392.03
2018/1/27	11431.37
2018/1/30	10082.52
2018/2/2	8852.73
2018/2/5	6925.46
2018/2/8	8245.08
2018/2/11	8068.02
2018/2/14	9471.64
2018/2/17	11085.83
2018/2/20	11245.98
2018/2/23	10171.3
2018/2/26	10319.46
2018/3/1	10931.12
2018/3/4	11516.83
2018/3/7	9920.46
2018/3/10	8777.37
2018/3/13	9153.54
2018/3/16	8297.89
2018/3/19	8605.64
2018/3/22	8725.37
2018/3/26	8457.96
2018/3/29	7950.61
2018/4/1	6937.56
2018/4/4	7426.48
2018/4/7	6634.68
2018/4/10	6784.41
2018/4/13	7941.46
2018/4/16	8368.1
2018/4/19	8175.96
2018/4/22	8930.6
2018/4/25	9658.11
2018/4/28	8928.55
2018/5/1	9239.55
2018/5/4	9753.35
2018/5/7	9631.44
2018/5/10	9310.37
2018/5/13	8463.52
2018/5/16	8471.06
2018/5/19	8239.08
2018/5/22	8396.63
2018/5/25	7576.78
2018/5/28	7344.56
2018/5/31	7386.72
2018/6/3	7637.14
2018/6/6	7619.43
2018/6/9	7615.54
2018/6/12	6879.31
2018/6/15	6637.41
2018/6/18	6445.79
2018/6/21	6760.83
2018/6/24	6170.46
2018/6/27	6097.46
2018/6/30	6223.28
2018/7/3	6626.44
2018/7/6	6555.51
2018/7/9	6724.04
2018/7/12	6403.18
2018/7/15	6248.84
2018/7/18	7321.62
2018/7/21	7334.99
2018/7/24	7715.1
2018/7/27	7939.81
2018/7/30	8220.91
2018/8/2	7607.7
2018/8/5	7011.28
2018/8/8	6718.23
2018/8/11	6138.96
2018/8/14	6252.13
2018/8/17	6312.75
2018/8/20	6486.58
2018/8/23	6354.57
2018/8/26	6738.27
2018/8/29	7078.19
2018/9/1	7018.78
2018/9/4	7265.08
2018/9/7	6501.19
2018/9/10	6240.98
2018/9/13	6326.04
2018/9/16	6522.39
2018/9/19	6342.39
2018/9/22	6756.12
2018/9/25	6583.45
2018/9/28	6686.08
2018/10/1	6611.02
2018/10/4	6483.73
2018/10/7	6573.62
2018/10/10	6626.85
2018/10/13	6247
2018/10/16	6599.17
2018/10/19	6509.61
2018/10/22	6504.78
2018/10/25	6489.77
2018/10/28	6457.21
2018/10/30	6301.61
2018/11/2	6390.42
2018/11/5	6437.76
2018/11/8	6444.97
2018/11/11	6408.53
2018/11/14	5756.77
2018/11/17	5572.44
2018/11/20	4491.98
2018/11/23	4352.98
2018/11/26	3793.35
2018/11/29	4278.77
2018/12/2	4140.6
2018/12/5	3744.98
2018/12/8	3453.66
2018/12/11	3407.28
2018/12/14	3242.42
2018/12/17	3556.54
2018/12/20	4135.19
2018/12/23	3995.17
2018/12/26	3848.21
2018/12/29	3770.36
2019/1/1	3855.88
2019/1/4	3856.62
2019/1/7	4032.25
2019/1/10	3646.25
2019/1/13	3531.96
2019/1/16	3621.43
2019/1/19	3703.98
2019/1/22	3587.35
2019/1/25	3577.79
2019/1/28	3448.58
2019/1/31	3444.81
2019/2/3	3456.02
2019/2/6	3405.7
2019/2/9	3664.38
2019/2/12	3632.42
2019/2/15	3608.2
2019/2/18	3910.8
2019/2/21	3944.88
2019/2/24	3766.89
2019/2/27	3833.23
2019/3/2	3831.44
2019/3/5	3872.25
2019/3/8	3875.96
2019/3/11	3881.09
2019/3/14	3885.21
2019/3/17	3994.92
2019/3/20	4056.4
2019/3/23	4011.92
2019/3/26	3947.74
2019/3/29	4115.55
2019/4/2	4152.53
2019/4/5	4911.24
2019/4/8	5189.39
2019/4/11	5310.18
2019/4/14	5064.62
2019/4/17	5196.65
2019/4/20	5277.04
2019/4/23	5377.19
2019/4/26	5195.61
2019/4/29	5301.29
2019/5/2	5326.67
2019/5/5	5771.08
2019/5/8	5755.72
2019/5/11	6348.02
2019/5/14	7823.11
2019/5/17	7885.96
2019/5/20	8193.7
2019/5/23	7625.93
2019/5/26	8071.45
2019/5/29	8719.88
2019/6/1	8553.81
2019/6/4	8134.92
2019/6/7	7803.23
2019/6/10	7640.61
2019/6/13	8173.06
2019/6/16	8859.47
2019/6/19	9076.18
2019/6/22	10209.38
2019/6/25	11017.5
2019/6/28	11132.85
2019/7/1	10737.73
2019/7/4	11984.76
2019/7/7	11232.04
2019/7/10	12586.78
2019/7/13	11803.97
2019/7/16	10873.5
2019/7/19	10638.56
2019/7/22	10587.41
2019/7/25	9772.17
2019/7/28	9473.99
2019/7/31	9589.13
2019/8/3	10529.55
2019/8/6	11787.99
2019/8/9	11996.41
